[2010-10-12 21:41] Running 'pacman -Sy'
[2010-10-12 21:41] synchronizing package lists
[2010-10-12 21:41] Running 'pacman -S dosfstools'
[2010-10-12 21:41] installed dosfstools (3.0.10-1)
[2010-10-19 23:15] Running 'pacman -Syyyyyu'
[2010-10-19 23:15] synchronizing package lists
[2010-10-19 23:15] starting full system upgrade
[2010-10-19 23:39] :: Parsing hook [scsi]
[2010-10-19 23:39] :: Parsing hook [sata]
[2010-10-19 23:39] :: Parsing hook [filesystems]
[2010-10-19 23:39] :: Generating module dependencies
[2010-10-19 23:39] :: Generating image '/boot/kernel26.img'...SUCCESS
[2010-10-19 23:39] ==> SUCCESS
[2010-10-19 23:39] ==> Building image "fallback"
[2010-10-19 23:39] ==> Running command: /sbin/mkinitcpio -k 2.6.35-ARCH -c /etc/mkinitcpio.conf -g /boot/kernel26-fallback.img -S autodetect
[2010-10-19 23:39] :: Begin build
[2010-10-19 23:39] :: Parsing hook [base]
[2010-10-19 23:39] :: Parsing hook [udev]
[2010-10-19 23:39] :: Parsing hook [usb]
[2010-10-19 23:39] :: Parsing hook [lvm2]
[2010-10-19 23:39] :: Parsing hook [pata]
[2010-10-19 23:39] :: Parsing hook [scsi]
[2010-10-19 23:39] :: Parsing hook [sata]
[2010-10-19 23:39] :: Parsing hook [filesystems]
[2010-10-19 23:39] :: Generating module dependencies
[2010-10-19 23:40] :: Generating image '/boot/kernel26-fallback.img'...SUCCESS
[2010-10-19 23:40] ==> SUCCESS
[2010-10-19 23:40] upgraded kernel26 (2.6.35.4-2 -> 2.6.35.7-1)
[2010-10-19 23:40] upgraded kernel26-headers (2.6.35.4-2 -> 2.6.35.7-1)
[2010-10-19 23:40] upgraded opencv (2.1.0-1 -> 2.1.0-2)
[2010-10-19 23:40] upgraded mutagen (1.20-1 -> 1.20-3)
[2010-10-19 23:40] upgraded libplist (1.3-1 -> 1.3-2)
[2010-10-19 23:40] upgraded usbmuxd (1.0.4-2 -> 1.0.5-1)
[2010-10-19 23:40] upgraded libimobiledevice (1.0.2-1 -> 1.0.3-1)
[2010-10-19 23:40] upgraded libgpod (0.7.93-1 -> 0.8.0-1)
[2010-10-19 23:40] upgraded kipi-plugins (1.4.0-1 -> 1.5.0-1)
[2010-10-19 23:40] upgraded koffice-filters (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-servicetypes (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-libs (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-interfaces (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-templates (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-karbon (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-kchart (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-kounavail (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-plugins (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-pics (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-kword (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-kplato (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-kpresenter (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-krita (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-kspread (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded koffice-tools (2.2.2-1 -> 2.2.2-4)
[2010-10-19 23:40] upgraded konversation (1.3.1-1 -> 1.3.1-2)
[2010-10-19 23:40] upgraded lib32-glibc (2.12.1-5 -> 2.12.1-6)
[2010-10-19 23:40] upgraded lib32-dbus-core (1.2.24-3 -> 1.4.0-2)
[2010-10-19 23:40] upgraded lib32-glib2 (2.24.1-3 -> 2.26.0-1)
[2010-10-19 23:40] upgraded lib32-atk (1.30.0-3 -> 1.32.0-1)
[2010-10-19 23:40] upgraded lib32-libpng (1.4.3-3 -> 1.4.4-1)
[2010-10-19 23:40] upgraded lib32-cairo (1.8.10-3 -> 1.10.0-3)
[2010-10-19 23:40] upgraded lib32-freetype2 (2.4.2-3 -> 2.4.3-1)
[2010-10-19 23:40] upgraded lib32-pango (1.28.1-3 -> 1.28.3-1)
[2010-10-19 23:40] installed lib32-gdk-pixbuf2 (2.22.0-2)
[2010-10-19 23:40] upgraded lib32-gtk2 (2.20.1-4 -> 2.22.0-3)
[2010-10-19 23:40] upgraded lib32-nvidia-utils (256.53-2 -> 260.19.12-1)
[2010-10-19 23:40] upgraded lib32-qt (4.6.3-2 -> 4.7.0-3)
[2010-10-19 23:40] upgraded lib32-sdl_image (1.2.10-2 -> 1.2.10-3)
[2010-10-19 23:40] upgraded libbonobo (2.24.3-1 -> 2.32.0-1)
[2010-10-19 23:40] upgraded libgnomecanvas (2.30.1-1 -> 2.30.2-1)
[2010-10-19 23:40] upgraded tdb (1.2.1-1 -> 1.2.1-2)
[2010-10-19 23:40] installed libcanberra (0.25-1)
[2010-10-19 23:40] upgraded libgnome (2.30.0-1 -> 2.32.0-1)
[2010-10-19 23:40] upgraded libbonoboui (2.24.3-1 -> 2.24.4-1)
[2010-10-19 23:40] upgraded libgnomeui (2.24.3-1 -> 2.24.4-1)
[2010-10-19 23:40] upgraded libgsf (1.14.18-1 -> 1.14.18-2)
[2010-10-19 23:40] upgraded libiec61883 (1.2.0-1 -> 1.2.0-2)
[2010-10-19 23:40] upgraded libieee1284 (0.2.11-2 -> 0.2.11-3)
[2010-10-19 23:40] upgraded libpurple (2.7.3-1 -> 2.7.3-2)
[2010-10-19 23:40] upgraded libsndfile (1.0.21-1 -> 1.0.23-1)
[2010-10-19 23:40] upgraded libwebkit (1.2.4-1 -> 1.2.5-1)
[2010-10-19 23:40] upgraded logrotate (3.7.8-1 -> 3.7.9-1)
[2010-10-19 23:40] upgraded lsof (4.83-1 -> 4.84-1)
[2010-10-19 23:40] upgraded luarocks (2.0.2-1 -> 2.0.3-1)
[2010-10-19 23:40] upgraded lvm2 (2.02.73-1 -> 2.02.74-1)
[2010-10-19 23:40] upgraded lxappearance (0.4.0-2 -> 0.5.0-1)
[2010-10-19 23:40] upgraded man-pages (3.26-1 -> 3.28-1)
[2010-10-19 23:40] upgraded mercurial (1.6.3-1 -> 1.6.4-2)
[2010-10-19 23:40] upgraded mlocate (0.23-1 -> 0.23.1-1)
[2010-10-19 23:40] upgraded mlt-python-bindings (0.5.2-1 -> 0.5.2-2)
[2010-10-19 23:40] upgraded mpd (0.15.12-1 -> 0.15.13-1)
[2010-10-19 23:40] upgraded nmap (5.21-2 -> 5.21-3)
[2010-10-19 23:40] upgraded ntp (4.2.6-3 -> 4.2.6.p2-1)
[2010-10-19 23:40] In order to use the new nvidia module, exit Xserver and unload it manually.
[2010-10-19 23:40] upgraded nvidia (256.53-1 -> 260.19.12-1)
[2010-10-19 23:40] Place menu.xml, rc.xml and autostart.sh in ~/.config/openbox
[2010-10-19 23:40] They can be found in /etc/xdg/openbox
[2010-10-19 23:40] upgraded openbox (3.4.11.2-1 -> 3.4.11.2-2)
[2010-10-19 23:40] upgraded obmenu (1.0-7 -> 1.0-8)
[2010-10-19 23:40] upgraded python-fuse (0.2.1-1 -> 0.2.1-2)
[2010-10-19 23:40] upgraded obtheme (2010.03.01.1-1 -> 2010.03.01.1-2)
[2010-10-19 23:40] when you use a non-reparenting window manager
[2010-10-19 23:40] set _JAVA_AWT_WM_NONREPARENTING=1 in
[2010-10-19 23:40] /etc/profile.d/openjdk6.sh
[2010-10-19 23:40] upgraded openjdk6 (6.b20_1.9-1 -> 6.b20_1.9.1-1)
[2010-10-19 23:40] upgraded pygoocanvas (0.14.1-2 -> 0.14.1-3)
[2010-10-19 23:40] Unknown media type in type 'all/all'
[2010-10-19 23:40]
[2010-10-19 23:40] Unknown media type in type 'all/allfiles'
[2010-10-19 23:40]
[2010-10-19 23:40] Unknown media type in type 'uri/mms'
[2010-10-19 23:40]
[2010-10-19 23:40] Unknown media type in type 'uri/mmst'
[2010-10-19 23:40]
[2010-10-19 23:40] Unknown media type in type 'uri/mmsu'
[2010-10-19 23:40]
[2010-10-19 23:40] Unknown media type in type 'uri/pnm'
[2010-10-19 23:40]
[2010-10-19 23:40] Unknown media type in type 'uri/rtspt'
[2010-10-19 23:40]
[2010-10-19 23:40] Unknown media type in type 'uri/rtspu'
[2010-10-19 23:40]
[2010-10-19 23:40] Unknown media type in type 'fonts/package'
[2010-10-19 23:40]
[2010-10-19 23:40] Unknown media type in type 'interface/x-winamp-skin'
[2010-10-19 23:40]
[2010-10-19 23:40] upgraded openshot (1.1.3-1 -> 1.2.2-2)
[2010-10-19 23:40] upgraded perl-xyne-common (2010.08.20.2-1 -> 2010.10.09.1-1)
[2010-10-19 23:40] upgraded perl-xyne-arch (2010.09.17.1-1 -> 2010.10.09.1-1)
[2010-10-19 23:40] upgraded php (5.3.3-1 -> 5.3.3-2)
[2010-10-19 23:40] upgraded php-pear (5.3.3-1 -> 5.3.3-2)
[2010-10-19 23:40] upgraded pidgin (2.7.3-1 -> 2.7.3-2)
[2010-10-19 23:40] upgraded postgresql-libs (8.4.4-5 -> 8.4.4-6)
[2010-10-19 23:40] upgraded pyinotify (20100326-1 -> 0.9.0-1)
[2010-10-19 23:41] upgraded python (2.6.5-3 -> 3.1.2-2)
[2010-10-19 23:41] upgraded python-beaker (1.5.4-1 -> 1.5.4-2)
[2010-10-19 23:41] upgraded python-imaging (1.1.7-1 -> 1.1.7-2)
[2010-10-19 23:41] upgraded python-markupsafe (0.9.2-1 -> 0.9.2-2)
[2010-10-19 23:41] upgraded python-mako (0.3.4-3 -> 0.3.4-4)
[2010-10-19 23:41] upgraded python-mpd (0.2.1-3 -> 0.2.1-4)
[2010-10-19 23:41] upgraded python-notify (0.1.1-6 -> 0.1.1-8)
[2010-10-19 23:41] upgraded python-reportlab (2.4-1 -> 2.5-1)
[2010-10-19 23:41] upgraded qtcurve-gtk2 (1.6.1-1 -> 1.6.4-1)
[2010-10-19 23:41] upgraded qtcurve-kde4 (1.6.1-1 -> 1.6.4-1)
[2010-10-19 23:41] upgraded rasqal (0.9.19-2 -> 0.9.20-1)
[2010-10-19 23:41] upgraded redland (1.0.10-2 -> 1.0.12-1)
[2010-10-19 23:41] upgraded scons (1.3.1-1 -> 2.0.1-1)
[2010-10-19 23:41] upgraded smartmontools (5.39.1-1 -> 5.40-1)
[2010-10-19 23:41] upgraded sonata (1.6.2.1-1 -> 1.6.2.1-2)
[2010-10-19 23:41] upgraded subversion (1.6.9-5 -> 1.6.9-6)
[2010-10-19 23:41] upgraded sysvinit (2.86-5 -> 2.88-2)
[2010-10-19 23:41] upgraded telepathy-glib (0.10.7-1 -> 0.12.1-1)
[2010-10-19 23:41] upgraded telepathy-farsight (0.0.15-1 -> 0.0.15-2)
[2010-10-19 23:41] upgraded tint2 (0.11-1 -> 0.11-2)
[2010-10-19 23:41] upgraded transcode (1.1.5-4 -> 1.1.5-5)
[2010-10-19 23:41] upgraded vdpau-video (0.6.10-2 -> 0.7.2-1)
[2010-10-19 23:41] upgraded vim-runtime (7.3.3-1 -> 7.3.3-2)
[2010-10-19 23:41] upgraded vim (7.3.3-1 -> 7.3.3-2)
[2010-10-19 23:41] upgraded vlc (1.1.4-2 -> 1.1.4.1-2)
[2010-10-19 23:41] upgraded vte (0.24.3-1 -> 0.26.1-1)
[2010-10-19 23:41] upgraded weechat (0.3.3-1 -> 0.3.3-3)
[2010-10-19 23:41] upgraded wesnoth-data (1.8.4-2 -> 1.8.5-1)
[2010-10-19 23:41] upgraded wesnoth (1.8.4-1 -> 1.8.5-1)
[2010-10-19 23:41] upgraded wine (1.3.3-2 -> 1.3.5-1)
[2010-10-19 23:41] upgraded x11vnc (0.9.11-1 -> 0.9.12-1)
[2010-10-19 23:41] upgraded xcb-proto (1.6-1 -> 1.6-2)
[2010-10-19 23:41] upgraded xchat (2.8.8-2 -> 2.8.8-3)
[2010-10-19 23:41] upgraded xerces-c (3.1.0-2 -> 3.1.1-2)
[2010-10-19 23:41] upgraded xf86-input-keyboard (1.4.0-2 -> 1.4.0-3)
[2010-10-19 23:41] upgraded xf86-input-mouse (1.5.0-2 -> 1.6.0-1)
[2010-10-19 23:41] upgraded xf86-video-vesa (2.3.0-2 -> 2.3.0-3)
[2010-10-19 23:41] upgraded xscreensaver (5.11-2 -> 5.12-1)
[2010-10-19 23:41] upgraded xterm (261-1 -> 262-1)
[2010-10-20 00:06] Running 'pacman -Syyyyu'
[2010-10-20 00:06] synchronizing package lists
[2010-10-20 00:07] starting full system upgrade
[2010-10-24 13:07] Running 'pacman -Syu'
[2010-10-24 13:07] synchronizing package lists
[2010-10-24 13:07] starting full system upgrade
[2010-10-27 00:47] Running 'pacman -Syu'
[2010-10-27 00:47] synchronizing package lists
[2010-10-27 00:47] starting full system upgrade
[2010-10-27 00:52] removed libdjvu (3.5.22-3)
[2010-10-27 00:52] removed setuptools (0.6c11-3)
[2010-10-27 00:52] upgraded shared-mime-info (0.71-1 -> 0.80-1)
[2010-10-27 00:52] upgraded akonadi (1.4.0-1 -> 1.4.1-1)
[2010-10-27 00:52] upgraded apache (2.2.16-1 -> 2.2.17-1)
[2010-10-27 00:52] upgraded audacious-plugins (2.4.0-2 -> 2.4.0-3)
[2010-10-27 00:52] upgraded bluez (4.76-1 -> 4.77-1)
[2010-10-27 00:52] upgraded cfitsio (3.250-1 -> 3.250-2)
[2010-10-27 00:52] upgraded foomatic-db (4.0.5_20100816-1 -> 4.0.5_20101024-1)
[2010-10-27 00:52] Generating locales...
[2010-10-27 00:52] en_US.UTF-8... done
[2010-10-27 00:52] en_US.ISO-8859-1... done
[2010-10-27 00:52] Generation complete.
[2010-10-27 00:52] upgraded glibc (2.12.1-2 -> 2.12.1-3)
[2010-10-27 00:52] upgraded foomatic-filters (4.0.5_20100816-1 -> 4.0.5_20101024-1)
[2010-10-27 00:52] upgraded foomatic-db-engine (4.0.5_20100816-1 -> 4.0.5_20101024-1)
[2010-10-27 00:52] upgraded gamin (0.1.10-3 -> 0.1.10-4)
[2010-10-27 00:52] upgraded git (1.7.3.1-3 -> 1.7.3.2-1)
[2010-10-27 00:52] upgraded gnupg (1.4.10-2 -> 1.4.11-1)
[2010-10-27 00:52] upgraded gobject-introspection (0.9.10-2 -> 0.9.12-1)
[2010-10-27 00:52] upgraded gtk-kde4 (0.9.4-2 -> 0.9.5b-1)
[2010-10-27 00:53] upgraded kdepim-runtime (4.4.6-1 -> 4.4.7-1)
[2010-10-27 00:53] upgraded sip (4.11.1-2 -> 4.11.2-1)
[2010-10-27 00:53] upgraded pyqt (4.7.7-2 -> 4.8.0-1)
[2010-10-27 00:53] upgraded qscintilla (2.4.5-3 -> 2.4.5-4)
[2010-10-27 00:53] upgraded kdebindings-python (4.5.2-7 -> 4.5.2-8)
[2010-10-27 00:53] upgraded kdepim-libkdepim (4.4.6-1 -> 4.4.7-1)
[2010-10-27 00:53] upgraded libktorrent (1.0.3-1 -> 1.0.4-1)
[2010-10-27 00:53] upgraded ktorrent (4.0.3-1 -> 4.0.4-1)
[2010-10-27 00:53] upgraded lib32-glibc (2.12.1-6 -> 2.12.1-7)
[2010-10-27 00:53] installed djvulibre (3.5.23-1)
[2010-10-27 00:53] upgraded libfm (0.1.12-1 -> 0.1.14-1)
[2010-10-27 00:53] upgraded libfontenc (1.0.5-1 -> 1.1.0-1)
[2010-10-27 00:53] upgraded libice (1.0.6-1 -> 1.0.7-1)
[2010-10-27 00:53] upgraded libpurple (2.7.3-2 -> 2.7.4-1)
[2010-10-27 00:53] upgraded libxaw (1.0.7-1 -> 1.0.8-1)
[2010-10-27 00:53] upgraded libxfont (1.4.2-1 -> 1.4.2-2)
[2010-10-27 00:53] upgraded man-pages (3.28-1 -> 3.29-1)
[2010-10-27 00:53] upgraded mplayer (32492-1 -> 32492-2)
[2010-10-27 00:53] upgraded pcmanfm (0.9.7-1 -> 0.9.8-1)
[2010-10-27 00:53] upgraded pidgin (2.7.3-2 -> 2.7.4-1)
[2010-10-27 00:53] upgraded pycrypto (2.2-1 -> 2.3-1)
[2010-10-27 00:53] upgraded scummvm (1.1.1-1 -> 1.2.0-1)
[2010-10-27 00:53] installed python2-distribute (0.6.14-2)
[2010-10-27 00:53] upgraded telepathy-glib (0.12.1-1 -> 0.12.1-2)
[2010-10-27 00:53] upgraded tint2 (0.11-2 -> 0.11-3)
[2010-10-27 00:53] installed xorg-luit (1.1.0-1)
[2010-10-27 00:53] installed xorg-xpr (1.0.3-1)
[2010-10-27 00:53] installed xorg-xwd (1.0.3-1)
[2010-10-27 00:53] installed xorg-xwud (1.0.2-1)
[2010-10-27 00:53] installed xorg-x11perf (1.5.2-1)
[2010-10-27 00:53] installed xorg-xcursorgen (1.0.4-1)
[2010-10-27 00:53] installed xorg-xkill (1.0.2-1)
[2010-10-27 00:53] upgraded xorg-apps (7.5-3 -> 7.6-1)
[2010-10-27 00:53] installed xorg-iceauth (1.0.3-1)
[2010-10-27 00:53] installed xorg-sessreg (1.0.6-1)
[2010-10-27 00:53] installed xorg-xcmsdb (1.0.3-1)
[2010-10-27 00:53] installed xorg-xbacklight (1.1.1-1)
[2010-10-27 00:53] installed xorg-xgamma (1.0.3-1)
[2010-10-27 00:53] installed xorg-xhost (1.0.3-1)
[2010-10-27 00:53] installed xorg-xinput (1.5.2-1)
[2010-10-27 00:53] installed xorg-xmodmap (1.0.5-1)
[2010-10-27 00:53] installed nickle (2.70-1)
[2010-10-27 00:53] installed xorg-xrandr (1.3.3-1)
[2010-10-27 00:53] installed xorg-xrdb (1.0.6-1)
[2010-10-27 00:53] installed xorg-xrefresh (1.0.3-1)
[2010-10-27 00:53] installed xorg-xset (1.2.0-1)
[2010-10-27 00:53] installed xorg-xsetroot (1.0.3-1)
[2010-10-27 00:53] upgraded xorg-server-utils (7.5-6 -> 7.6-1)
[2010-10-27 00:53] upgraded xorg-utils (7.6-4 -> 7.6-5)
[2010-10-27 00:53] upgraded xterm (262-1 -> 266-1)
[2010-10-27 00:53] upgraded xz (4.999.9beta_174_g41bc-1 -> 4.999.9beta_212_gacbc-1)
[2010-10-27 00:54] Running 'pacman -Syu'
[2010-10-27 00:54] synchronizing package lists
[2010-10-27 00:54] starting full system upgrade
[2010-10-27 23:01] Running '/usr/bin/pacman -S gereqi'
[2010-10-27 23:03] Running '/usr/bin/pacman -Sy'
[2010-10-27 23:03] synchronizing package lists
[2010-10-27 23:03] Running '/usr/bin/pacman -Sy'
[2010-10-27 23:03] synchronizing package lists
[2010-10-27 23:03] Running '/usr/bin/pacman -S -u'
[2010-10-27 23:03] starting full system upgrade
[2010-10-27 23:04] upgraded elfutils (0.149-1 -> 0.149-2)
[2010-10-27 23:04] upgraded xulrunner (1.9.2.11-1 -> 1.9.2.12-1)
[2010-10-27 23:04] upgraded firefox (3.6.11-1 -> 3.6.12-1)
[2010-10-27 23:05] upgraded gimp (2.6.10-2 -> 2.6.11-1)
[2010-10-27 23:05] upgraded xz (4.999.9beta_212_gacbc-1 -> 5.0.0-1)
[2010-10-27 23:05] upgraded kdelibs (4.5.2-1 -> 4.5.2-2)
[2010-10-27 23:05] upgraded libarchive (2.8.4-1 -> 2.8.4-2)
[2010-10-27 23:05] upgraded postgresql-libs (8.4.4-6 -> 9.0.1-2)
[2010-10-27 23:05] upgraded pyinotify (0.9.0-1 -> 0.9.1-1)
[2010-10-27 23:05] upgraded telepathy-glib (0.12.1-2 -> 0.12.2-1)
[2010-10-27 23:05] upgraded tzdata (2010m-1 -> 2010n-1)
[2010-10-27 23:08] Running 'pacman -U /home/mshade/build/package-query-0.4-1-x86_64.pkg.tar.gz'
[2010-10-27 23:08] upgraded package-query (0.3-2 -> 0.4-1)
[2010-10-27 23:08] Running 'pacman -U /home/mshade/build/yaourt/yaourt-0.9.5-1-any.pkg.tar.gz'
[2010-10-27 23:08] Check /etc/yaourtrc
[2010-10-27 23:08] ==> for a full colorized output, install pacman-color and export PACMAN=pacman-color
[2010-10-27 23:08] or set it into yaourtrc file.
[2010-10-27 23:08] upgraded yaourt (0.9.4.3-1 -> 0.9.5-1)
[2010-10-27 23:09] Running 'pacman -Sy'
[2010-10-27 23:09] synchronizing package lists
[2010-10-27 23:10] Running 'pacman -S --asdeps extra/gstreamer0.10-bad-plugins'
[2010-10-27 23:10] installed gstreamer0.10-bad (0.10.19-1)
[2010-10-27 23:10] installed gstreamer0.10-bad-plugins (0.10.19-1)
[2010-10-27 23:10] Running 'pacman -U /tmp/yaourt-tmp-mshade/PKGDEST.y79/gereqi-0.4.2-1-x86_64.pkg.tar.gz'
[2010-10-27 23:10] installed gereqi (0.4.2-1)
[2010-10-27 23:26] Running 'pacman -U /home/mshade/gereqi/gereqi-0.4.2-2-x86_64.pkg.tar.gz'
[2010-10-27 23:26] upgraded gereqi (0.4.2-1 -> 0.4.2-2)
[2010-11-02 16:32] Running 'pacman -Syu'
[2010-11-02 16:32] synchronizing package lists
[2010-11-02 16:32] starting full system upgrade
[2010-11-02 21:31] Running 'pacman -Sy'
[2010-11-02 21:31] synchronizing package lists
[2010-11-02 21:31] Running 'pacman -S -u'
[2010-11-02 21:31] starting full system upgrade
[2010-11-02 23:02] Running 'pacman -Sy'
[2010-11-02 23:02] synchronizing package lists
[2010-11-02 23:02] Running 'pacman -S -u'
[2010-11-02 23:02] starting full system upgrade
[2010-11-02 23:11] upgraded aalib (1.4rc5-6 -> 1.4rc5-7)
[2010-11-02 23:12] upgraded amarok (2.3.2-2 -> 2.3.2-3)
[2010-11-02 23:12] upgraded bash (4.1.007-1 -> 4.1.009-1)
[2010-11-02 23:12] >> Major version update. Consider running db_upgrade on Berkeley DB databases.
[2010-11-02 23:12] upgraded db (4.8.26-2 -> 5.1.19-2)
[2010-11-02 23:12] upgraded apr-util (1.3.10-1 -> 1.3.10-2)
[2010-11-02 23:12] upgraded libxext (1.1.2-1 -> 1.2.0-1)
[2010-11-02 23:12] upgraded scrnsaverproto (1.2.0-1 -> 1.2.1-1)
[2010-11-02 23:12] upgraded libxss (1.2.0-1 -> 1.2.1-1)
[2010-11-02 23:12] upgraded chromium (6.0.472.62-1 -> 7.0.517.43-1)
[2010-11-02 23:12] upgraded fixesproto (4.1.1-1 -> 4.1.2-1)
[2010-11-02 23:12] upgraded compositeproto (0.4.1-1 -> 0.4.2-1)
[2010-11-02 23:12] upgraded damageproto (1.2.0-1 -> 1.2.1-1)
[2010-11-02 23:12] >>> Deluge's daemon is running default with the "deluge" user. The default download directory is /srv/deluge/.
[2010-11-02 23:12] You can change the user by editing /etc/conf.d/deluged
[2010-11-02 23:12] upgraded deluge (1.3.0-2 -> 1.3.1-1)
[2010-11-02 23:12] upgraded device-mapper (2.02.74-1 -> 2.02.75-1)
[2010-11-02 23:12] upgraded dhcpcd (5.2.7-1 -> 5.2.8-1)
[2010-11-02 23:12] upgraded fontsproto (2.1.0-1 -> 2.1.1-1)
[2010-11-02 23:12] upgraded libgphoto2 (2.4.9-1 -> 2.4.10-1)
[2010-11-02 23:12] upgraded gphoto2 (2.4.9-1 -> 2.4.10-1)
[2010-11-02 23:12] upgraded heimdal (1.3.3-1 -> 1.3.3-2)
[2010-11-02 23:12] >>> Updating module dependencies. Please wait ...
[2010-11-02 23:12] >>> MKINITCPIO SETUP
[2010-11-02 23:12] >>> ----------------
[2010-11-02 23:12] >>> If you use LVM2, Encrypted root or software RAID,
[2010-11-02 23:12] >>> Ensure you enable support in /etc/mkinitcpio.conf .
[2010-11-02 23:12] >>> More information about mkinitcpio setup can be found here:
[2010-11-02 23:12] >>> http://wiki.archlinux.org/index.php/Mkinitcpio
[2010-11-02 23:12]
[2010-11-02 23:12] >>> Generating initial ramdisk, using mkinitcpio. Please wait...
[2010-11-02 23:12] ==> Building image "default"
[2010-11-02 23:12] ==> Running command: /sbin/mkinitcpio -k 2.6.35-ARCH -c /etc/mkinitcpio.conf -g /boot/kernel26.img
[2010-11-02 23:12] :: Begin build
[2010-11-02 23:12] :: Parsing hook [base]
[2010-11-02 23:12] :: Parsing hook [udev]
[2010-11-02 23:12] :: Parsing hook [usb]
[2010-11-02 23:12] :: Parsing hook [lvm2]
[2010-11-02 23:12] :: Parsing hook [autodetect]
[2010-11-02 23:12] :: Parsing hook [pata]
[2010-11-02 23:12] :: Parsing hook [scsi]
[2010-11-02 23:12] :: Parsing hook [sata]
[2010-11-02 23:12] :: Parsing hook [filesystems]
[2010-11-02 23:12] :: Generating module dependencies
[2010-11-02 23:12] :: Generating image '/boot/kernel26.img'...SUCCESS
[2010-11-02 23:12] ==> SUCCESS
[2010-11-02 23:12] ==> Building image "fallback"
[2010-11-02 23:12] ==> Running command: /sbin/mkinitcpio -k 2.6.35-ARCH -c /etc/mkinitcpio.conf -g /boot/kernel26-fallback.img -S autodetect
[2010-11-02 23:12] :: Begin build
[2010-11-02 23:12] :: Parsing hook [base]
[2010-11-02 23:12] :: Parsing hook [udev]
[2010-11-02 23:12] :: Parsing hook [usb]
[2010-11-02 23:12] :: Parsing hook [lvm2]
[2010-11-02 23:12] :: Parsing hook [pata]
[2010-11-02 23:12] :: Parsing hook [scsi]
[2010-11-02 23:12] :: Parsing hook [sata]
[2010-11-02 23:12] :: Parsing hook [filesystems]
[2010-11-02 23:13] :: Generating module dependencies
[2010-11-02 23:13] :: Generating image '/boot/kernel26-fallback.img'...SUCCESS
[2010-11-02 23:13] ==> SUCCESS
[2010-11-02 23:13] upgraded kernel26 (2.6.35.7-1 -> 2.6.35.8-1)
[2010-11-02 23:13] upgraded kernel26-headers (2.6.35.7-1 -> 2.6.35.8-1)
[2010-11-02 23:13] upgraded lib32-libice (1.0.6-3 -> 1.0.7-1)
[2010-11-02 23:13] upgraded libsm (1.1.1-1 -> 1.2.0-1)
[2010-11-02 23:13] upgraded lib32-libsm (1.1.1-3 -> 1.2.0-1)
[2010-11-02 23:13] upgraded libxcomposite (0.4.2-1 -> 0.4.3-1)
[2010-11-02 23:13] upgraded lib32-libxcomposite (0.4.2-3 -> 0.4.3-1)
[2010-11-02 23:13] upgraded libxcursor (1.1.10-1 -> 1.1.11-1)
[2010-11-02 23:13] upgraded lib32-libxcursor (1.1.10-3 -> 1.1.11-1)
[2010-11-02 23:13] upgraded lib32-libxext (1.1.2-3 -> 1.2.0-1)
[2010-11-02 23:13] upgraded lib32-libxft (2.1.14-3 -> 2.2.0-1)
[2010-11-02 23:13] upgraded libxinerama (1.1-1 -> 1.1.1-1)
[2010-11-02 23:13] upgraded lib32-libxinerama (1.1-3 -> 1.1.1-1)
[2010-11-02 23:13] upgraded randrproto (1.3.1-1 -> 1.3.2-1)
[2010-11-02 23:13] upgraded libxrandr (1.3.0-1 -> 1.3.1-1)
[2010-11-02 23:13] upgraded lib32-libxrandr (1.3.0-3 -> 1.3.1-1)
[2010-11-02 23:13] upgraded libxt (1.0.8-1 -> 1.0.9-1)
[2010-11-02 23:13] upgraded lib32-libxt (1.0.8-3 -> 1.0.9-1)
[2010-11-02 23:13] upgraded libdmx (1.1.0-1 -> 1.1.1-1)
[2010-11-02 23:13] upgraded libsasl (2.1.23-4 -> 2.1.23-5)
[2010-11-02 23:13] upgraded libpurple (2.7.4-1 -> 2.7.5-1)
[2010-11-02 23:13] upgraded libvpx (0.9.2-1 -> 0.9.5-1)
[2010-11-02 23:13] upgraded libxdmcp (1.0.3-1 -> 1.1.0-1)
[2010-11-02 23:13] upgraded libxfont (1.4.2-2 -> 1.4.3-1)
[2010-11-02 23:13] upgraded libxft (2.1.14-1 -> 2.2.0-1)
